question,response,party,truth
obamadow,16000,R,19732.4
obamadow,6544,R,19732.4
obamadow,8000,D,19732.4
obamadow,6200,R,19732.4
obamadow,8000,I,19732.4
obamadow,7500,D,19732.4
obamadow,6545.77,R,19732.4
obamadow,9500,R,19732.4
obamadow,12313,R,19732.4
obamadow,8800,D,19732.4
obamadow,1950,D,19732.4
obamadow,5000,I,19732.4
obamadow,829000,D,19732.4
obamadow,20000,I,19732.4
obamadow,6550.2,R,19732.4
obamadow,2,R,19732.4
obamadow,8500,D,19732.4
obamadow,18000,I,19732.4
obamadow,7000,D,19732.4
obamadow,8000,D,19732.4
obamadow,664,R,19732.4
obamadow,10000,D,19732.4
obamadow,6800,R,19732.4
obamadow,6000,D,19732.4
obamadow,8000,I,19732.4
obamadow,11525,D,19732.4
obamadow,8000,D,19732.4
obamadow,10150,D,19732.4
obamadow,15000,R,19732.4
obamadow,24000,D,19732.4
obamadow,13000,D,19732.4
obamadow,14000,D,19732.4
obamadow,7800,R,19732.4
obamadow,6000,D,19732.4
obamadow,14695.25,R,19732.4
obamadow,8500,D,19732.4
obamadow,4839.18,I,19732.4
obamadow,8100,D,19732.4
obamadow,20000,D,19732.4
obamadow,5000,D,19732.4
obamadow,9000,I,19732.4
obamadow,9000,D,19732.4
obamadow,8000,R,19732.4
obamadow,50,R,19732.4
obamadow,18000,D,19732.4
obamadow,8129,D,19732.4
obamadow,9256,I,19732.4
obamadow,9000,D,19732.4
obamadow,5.00E+05,R,19732.4
obamadow,7000,I,19732.4
obamadow,8500,D,19732.4
obamadow,8400,R,19732.4
obamadow,5000,D,19732.4
obamadow,9000,D,19732.4
obamadow,9254.58,R,19732.4
obamadow,8500,D,19732.4
obamadow,20000,R,19732.4
obamadow,18000,R,19732.4
obamadow,7,D,19732.4
obamadow,10000,R,19732.4
obamadow,8000,D,19732.4
obamadow,9000,D,19732.4
obamadow,10000,D,19732.4
obamadow,8350,D,19732.4
obamadow,12000,D,19732.4
obamadow,15000,D,19732.4
obamadow,19800,D,19732.4
obamadow,4000,R,19732.4
obamadow,6450,R,19732.4
obamadow,18500,D,19732.4
obamadow,11000,D,19732.4
obamadow,10500,D,19732.4
obamadow,15000,R,19732.4
obamadow,19000,R,19732.4
obamadow,9320,D,19732.4
obamadow,8200,D,19732.4
obamadow,6000,D,19732.4
obamadow,11000,D,19732.4
obamadow,20000,D,19732.4
obamadow,18500,D,19732.4
obamadow,0,D,19732.4
obamadow,4567.18,D,19732.4
obamadow,9999,R,19732.4
obamadow,15000,D,19732.4
obamadow,8500,D,19732.4
obamadow,18000,I,19732.4
obamadow,14000,D,19732.4
obamadow,6000,I,19732.4
obamadow,17000,I,19732.4
obamadow,8000,D,19732.4
obamadow,8500,D,19732.4
obamadow,11500,R,19732.4
obamadow,15000,I,19732.4
obamadow,17500,I,19732.4
obamadow,20000,I,19732.4
obamadow,6000,R,19732.4
obamadow,25,D,19732.4
obamadow,19000,D,19732.4
obamadow,6500.15,R,19732.4
obamadow,12000,R,19732.4
obamadow,9000,D,19732.4
obamadow,6500,D,19732.4
obamadow,20000,R,19732.4
obamadow,8300,D,19732.4
obamadow,10000,R,19732.4
obamadow,8000,I,19732.4
obamadow,18000,D,19732.4
obamadow,10000,D,19732.4
obamadow,9258,D,19732.4
obamadow,10000,I,19732.4
obamadow,7000,R,19732.4
obamadow,6000,D,19732.4
obamadow,8300,D,19732.4
obamadow,10000,D,19732.4
obamadow,10000,D,19732.4
obamadow,8100.57,D,19732.4
obamadow,10000,D,19732.4
obamadow,19900,R,19732.4
obamadow,20000,D,19732.4
obamaunemploy,16,R,4.9
obamaunemploy,6,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,20,I,4.9
obamaunemploy,4.7,R,4.9
obamaunemploy,5,R,4.9
obamaunemploy,6,D,4.9
obamaunemploy,16,R,4.9
obamaunemploy,8,D,4.9
obamaunemploy,4,D,4.9
obamaunemploy,10,D,4.9
obamaunemploy,7,I,4.9
obamaunemploy,4.5,D,4.9
obamaunemploy,4.5,R,4.9
obamaunemploy,7,D,4.9
obamaunemploy,6,I,4.9
obamaunemploy,8,D,4.9
obamaunemploy,17,D,4.9
obamaunemploy,8,D,4.9
obamaunemploy,7,I,4.9
obamaunemploy,8,D,4.9
obamaunemploy,5,I,4.9
obamaunemploy,7,R,4.9
obamaunemploy,44,D,4.9
obamaunemploy,11,R,4.9
obamaunemploy,6,D,4.9
obamaunemploy,60,R,4.9
obamaunemploy,6,I,4.9
obamaunemploy,7,R,4.9
obamaunemploy,13,R,4.9
obamaunemploy,8,R,4.9
obamaunemploy,6,R,4.9
obamaunemploy,46,I,4.9
obamaunemploy,5,D,4.9
obamaunemploy,75,D,4.9
obamaunemploy,4.5,I,4.9
obamaunemploy,5,R,4.9
obamaunemploy,8,R,4.9
obamaunemploy,4.6,D,4.9
obamaunemploy,30,D,4.9
obamaunemploy,15,R,4.9
obamaunemploy,5,I,4.9
obamaunemploy,4.1,D,4.9
obamaunemploy,8,I,4.9
obamaunemploy,4.8,I,4.9
obamaunemploy,16,I,4.9
obamaunemploy,8.9,R,4.9
obamaunemploy,40,I,4.9
obamaunemploy,5,R,4.9
obamaunemploy,7,D,4.9
obamaunemploy,6.7,D,4.9
obamaunemploy,5.2,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,30,R,4.9
obamaunemploy,3.2,I,4.9
obamaunemploy,7,D,4.9
obamaunemploy,89,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,7,D,4.9
obamaunemploy,30,D,4.9
obamaunemploy,8,D,4.9
obamaunemploy,7,D,4.9
obamaunemploy,6,D,4.9
obamaunemploy,50,R,4.9
obamaunemploy,4,D,4.9
obamaunemploy,4,I,4.9
obamaunemploy,7,D,4.9
obamaunemploy,8,D,4.9
obamaunemploy,7,R,4.9
obamaunemploy,6,I,4.9
obamaunemploy,8,R,4.9
obamaunemploy,18,D,4.9
obamaunemploy,6.4,I,4.9
obamaunemploy,8,I,4.9
obamaunemploy,6,R,4.9
obamaunemploy,5.2,R,4.9
obamaunemploy,4.5,D,4.9
obamaunemploy,7,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,4.9,D,4.9
obamaunemploy,6,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,4,D,4.9
obamaunemploy,8,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,6,R,4.9
obamaunemploy,5,R,4.9
obamaunemploy,4,D,4.9
obamaunemploy,14,D,4.9
obamaunemploy,17,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,18,R,4.9
obamaunemploy,10,R,4.9
obamaunemploy,4.5,D,4.9
obamaunemploy,6,R,4.9
obamaunemploy,35,R,4.9
obamaunemploy,6,I,4.9
obamaunemploy,4.5,D,4.9
obamaunemploy,5.5,D,4.9
obamaunemploy,4,D,4.9
obamaunemploy,8,R,4.9
obamaunemploy,8,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,5,I,4.9
obamaunemploy,11,I,4.9
obamaunemploy,8,I,4.9
obamaunemploy,6,D,4.9
obamaunemploy,6,D,4.9
obamaunemploy,10,D,4.9
obamaunemploy,3.9,D,4.9
obamaunemploy,10,D,4.9
obamaunemploy,3,R,4.9
obamaunemploy,4.7,D,4.9
obamaunemploy,7,D,4.9
obamaunemploy,5,I,4.9
obamaunemploy,7.4,R,4.9
obamaunemploy,9,I,4.9
obamaunemploy,5,R,4.9
obamaunemploy,8.2,R,4.9
obamaunemploy,7,D,4.9
obamaunemploy,12,D,4.9
obamaunemploy,15,R,4.9
obamaunemploy,11,D,4.9
obamaunemploy,15,R,4.9
obamaunemploy,4,R,4.9
obamaunemploy,6,R,4.9
obamaunemploy,8,I,4.9
obamaunemploy,9,R,4.9
obamaunemploy,9,I,4.9
obamaunemploy,5.7,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,6.5,D,4.9
obamaunemploy,16,R,4.9
obamaunemploy,8,R,4.9
obamaunemploy,6,D,4.9
obamaunemploy,10,R,4.9
obamaunemploy,3,D,4.9
obamaunemploy,42,D,4.9
obamaunemploy,10,D,4.9
obamaunemploy,8,D,4.9
obamaunemploy,8,D,4.9
obamaunemploy,8,R,4.9
obamaunemploy,6,D,4.9
obamaunemploy,40,I,4.9
obamaunemploy,5,R,4.9
obamaunemploy,10,D,4.9
obamaunemploy,5.5,R,4.9
obamaunemploy,0.08,D,4.9
obamaunemploy,6,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,3,D,4.9
obamaunemploy,15,R,4.9
obamaunemploy,8,R,4.9
obamaunemploy,12,D,4.9
obamaunemploy,4,R,4.9
obamaunemploy,4,I,4.9
obamaunemploy,7,R,4.9
obamaunemploy,10,D,4.9
obamaunemploy,12,R,4.9
obamaunemploy,32,R,4.9
obamaunemploy,12,D,4.9
obamaunemploy,4.7,D,4.9
obamaunemploy,12,D,4.9
obamaunemploy,15,D,4.9
obamaunemploy,4,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,6,I,4.9
obamaunemploy,5,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,8,D,4.9
obamaunemploy,2,R,4.9
obamaunemploy,5.5,D,4.9
obamaunemploy,4.5,R,4.9
obamaunemploy,12,I,4.9
obamaunemploy,5.9,D,4.9
obamaunemploy,8,D,4.9
obamaunemploy,13,D,4.9
obamaunemploy,20,R,4.9
obamaunemploy,6.5,D,4.9
obamaunemploy,4,D,4.9
obamaunemploy,3.5,D,4.9
obamaunemploy,25,I,4.9
obamaunemploy,7,I,4.9
obamaunemploy,7,D,4.9
obamaunemploy,35,I,4.9
obamaunemploy,4,D,4.9
obamaunemploy,5,I,4.9
obamaunemploy,8,I,4.9
obamaunemploy,11,D,4.9
obamaunemploy,30,R,4.9
obamaunemploy,11,I,4.9
obamaunemploy,10,R,4.9
obamaunemploy,11.5,D,4.9
obamaunemploy,15,R,4.9
obamaunemploy,4.9,R,4.9
obamaunemploy,6,R,4.9
obamaunemploy,3.5,D,4.9
obamaunemploy,4,D,4.9
obamaunemploy,8,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,10,D,4.9
obamaunemploy,4,I,4.9
obamaunemploy,3,D,4.9
obamaunemploy,30,D,4.9
obamaunemploy,4.2,D,4.9
obamaunemploy,4.6,D,4.9
obamaunemploy,5,R,4.9
obamaunemploy,2.9,R,4.9
obamaunemploy,4.7,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,10,R,4.9
obamaunemploy,56,R,4.9
obamaunemploy,8,D,4.9
obamaunemploy,4,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,5.5,R,4.9
obamaunemploy,5.4,D,4.9
obamaunemploy,11,D,4.9
obamaunemploy,4.5,I,4.9
obamaunemploy,4.9,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,12,D,4.9
obamaunemploy,4.5,D,4.9
obamaunemploy,15,R,4.9
obamaunemploy,10,D,4.9
obamaunemploy,5.2,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,5,D,4.9
obamaunemploy,65,D,4.9
obamaunemploy,5.3,R,4.9
obamaunemploy,5,D,4.9
obamaunemploy,4,D,4.9
OECD,44,D,33
OECD,12,D,33
OECD,20,R,33
OECD,37,D,33
OECD,5,R,33
OECD,10,R,33
OECD,6,D,33
OECD,4,D,33
OECD,40,R,33
OECD,10,D,33
OECD,12,D,33
OECD,40,D,33
OECD,15,D,33
OECD,13,R,33
OECD,5,R,33
OECD,40,D,33
OECD,15,D,33
OECD,3,I,33
OECD,1,D,33
OECD,2,R,33
OECD,25,D,33
OECD,25,I,33
OECD,20,D,33
OECD,6,R,33
OECD,20,R,33
OECD,20,R,33
OECD,15,R,33
OECD,4,I,33
OECD,15,I,33
OECD,8,I,33
OECD,60,D,33
OECD,36,D,33
OECD,2,I,33
OECD,5,D,33
OECD,3,R,33
OECD,1,D,33
OECD,-10,R,33
OECD,10,I,33
OECD,17,R,33
OECD,4,D,33
OECD,11,R,33
OECD,2,R,33
OECD,4,D,33
OECD,2424,R,33
OECD,12,D,33
OECD,40,D,33
OECD,9,R,33
OECD,3,R,33
OECD,10,I,33
OECD,28,D,33
OECD,100,I,33
OECD,8,R,33
OECD,12,R,33
OECD,28,D,33
OECD,4,R,33
OECD,2,I,33
OECD,3,D,33
OECD,90,D,33
OECD,10,D,33
OECD,30,R,33
OECD,104,D,33
OECD,20,D,33
OECD,3,D,33
OECD,10,R,33
OECD,19,D,33
OECD,8,R,33
OECD,15,D,33
OECD,9,I,33
OECD,35,D,33
OECD,6,R,33
OECD,10,R,33
OECD,4,D,33
OECD,11,R,33
OECD,5,D,33
OECD,35,D,33
OECD,24,R,33
OECD,6,R,33
OECD,5,D,33
OECD,20,R,33
OECD,10,D,33
OECD,3,D,33
OECD,4,D,33
OECD,60,R,33
OECD,20,D,33
OECD,30,R,33
OECD,16,I,33
OECD,5,R,33
OECD,25,D,33
OECD,5,R,33
OECD,140,R,33
OECD,56,D,33
OECD,30,D,33
OECD,11,R,33
OECD,56,I,33
OECD,3,I,33
OECD,13,I,33
OECD,10,R,33
OECD,3,R,33
OECD,45,D,33
OECD,14,R,33
OECD,6,I,33
OECD,30,I,33
OECD,10,D,33
OECD,3,R,33
OECD,5,I,33
OECD,27,D,33
OECD,40,D,33
OECD,5,R,33
OECD,21,D,33
OECD,3,D,33
OECD,5,I,33
OECD,25,D,33
OECD,2,D,33
OECD,70,D,33
OECD,12,D,33
OECD,3,D,33
OECD,23,R,33
OECD,26,R,33
OECD,3,R,33
OECD,5,I,33
OECD,2,R,33
OECD,5,D,33
OECD,5,R,33
OECD,2,D,33
OECD,5,D,33
OECD,15,R,33
OECD,60,R,33
OECD,9,R,33
OECD,35,I,33
OECD,7,R,33
OECD,18,D,33
OECD,9,D,33
OECD,8,D,33
OECD,3,R,33
OECD,1,D,33
OECD,45,D,33
OECD,25,R,33
OECD,3,D,33
OECD,85,R,33
OECD,30,D,33
OECD,8,R,33
OECD,30,D,33
OECD,5,R,33
OECD,10,R,33
OECD,18,D,33
OECD,4,D,33
OECD,8,D,33
OECD,34,D,33
OECD,25,R,33
OECD,12,R,33
OECD,35,D,33
OECD,10,D,33
OECD,4,D,33
OECD,25,D,33
OECD,8,R,33
OECD,15,D,33
OECD,30,D,33
OECD,30,R,33
OECD,40,D,33
OECD,4,D,33
OECD,14,D,33
OECD,30,D,33
OECD,22,R,33
OECD,23,D,33
OECD,10,D,33
OECD,4,D,33
OECD,26,R,33
OECD,30,D,33
OECD,6,D,33
OECD,4,D,33
OECD,60,D,33
OECD,2,I,33
OECD,0,R,33
OECD,24,I,33
OECD,14,D,33
OECD,20,I,33
OECD,15,D,33
OECD,3,D,33
OECD,150,I,33
OECD,25,I,33
OECD,25,D,33
OECD,15,I,33
OECD,50,D,33
OECD,14,D,33
OECD,45,R,33
OECD,5,D,33
OECD,12,D,33
OECD,20,R,33
OECD,45,I,33
OECD,15,R,33
OECD,4,R,33
OECD,2,R,33
OECD,3,I,33
OECD,3,R,33
OECD,2,R,33
OECD,50,D,33
OECD,34,D,33
OECD,10,R,33
OECD,2,I,33
OECD,8,D,33
OECD,4,R,33
OECD,35,D,33
OECD,40,R,33
OECD,3,I,33
OECD,15,D,33
OECD,5,R,33
OECD,23,D,33
OECD,3,D,33
OECD,50,I,33
OECD,7,R,33
OECD,29,D,33
OECD,13,D,33
OECD,12,R,33
OECD,13,D,33
OECD,20,D,33
OECD,21,R,33
OECD,4,D,33
OECD,5,R,33
OECD,32,D,33
reagandow,940,D,2239.11
reagandow,1800,D,2239.11
reagandow,985.85,R,2239.11
reagandow,936.5,I,2239.11
reagandow,1250,R,2239.11
reagandow,15000,R,2239.11
reagandow,870,D,2239.11
reagandow,1050,D,2239.11
reagandow,975.35,R,2239.11
reagandow,10,D,2239.11
reagandow,1300,D,2239.11
reagandow,900.11,D,2239.11
reagandow,1800,R,2239.11
reagandow,825,D,2239.11
reagandow,750.68,I,2239.11
reagandow,1000,D,2239.11
reagandow,800,D,2239.11
reagandow,1500,I,2239.11
reagandow,1200,D,2239.11
reagandow,700,D,2239.11
reagandow,1200,D,2239.11
reagandow,2300,I,2239.11
reagandow,2000,D,2239.11
reagandow,825,I,2239.11
reagandow,900,I,2239.11
reagandow,2000,D,2239.11
reagandow,980,I,2239.11
reagandow,5000,D,2239.11
reagandow,850,D,2239.11
reagandow,1100,R,2239.11
reagandow,6000,D,2239.11
reagandow,1,D,2239.11
reagandow,3000,R,2239.11
reagandow,1100,I,2239.11
reagandow,800,I,2239.11
reagandow,1000,D,2239.11
reagandow,978,R,2239.11
reagandow,855.7,I,2239.11
reagandow,1020,R,2239.11
reagandow,645,D,2239.11
reagandow,1200,D,2239.11
reagandow,820,R,2239.11
reagandow,900,D,2239.11
reagandow,1900,D,2239.11
reagandow,1200,I,2239.11
reagandow,1020.5,R,2239.11
reagandow,1050,R,2239.11
reagandow,900,D,2239.11
reagandow,850,D,2239.11
reagandow,950.67,I,2239.11
reagandow,1000,D,2239.11
reagandow,800,I,2239.11
reagandow,3000,R,2239.11
reagandow,900,D,2239.11
reagandow,2000,D,2239.11
reagandow,985,D,2239.11
reagandow,1322,D,2239.11
reagandow,1500,D,2239.11
reagandow,600,R,2239.11
reagandow,2000,R,2239.11
reagandow,1000,R,2239.11
reagandow,1500,R,2239.11
reagandow,1000.68,D,2239.11
reagandow,980,R,2239.11
reagandow,1200,D,2239.11
reagandow,989,R,2239.11
reagandow,1000,D,2239.11
reagandow,2000,D,2239.11
reagandow,1600,R,2239.11
reagandow,1500,I,2239.11
reagandow,1100,R,2239.11
reagandow,1935.99,D,2239.11
reagandow,740,D,2239.11
reagandow,200,D,2239.11
reagandow,950,D,2239.11
reagandow,1000,D,2239.11
reagandow,2592.99,R,2239.11
reagandow,1200,D,2239.11
reagandow,786.25,R,2239.11
reagandow,960,D,2239.11
reagandow,1440,I,2239.11
reagandow,1300,R,2239.11
reagandow,2100,D,2239.11
reagandow,1200,R,2239.11
reagandow,700,D,2239.11
reagandow,1200,D,2239.11
reagandow,850,R,2239.11
reagandow,890,D,2239.11
reagandow,900,R,2239.11
reagandow,950,D,2239.11
reagandow,948.11,I,2239.11
reagandow,1200,D,2239.11
reagandow,720.56,R,2239.11
reagandow,980,D,2239.11
reagandow,1593,D,2239.11
reagandow,1200,I,2239.11
reagandow,1100,R,2239.11
reagandow,800,D,2239.11
reagandow,1500,D,2239.11
reagandow,900,I,2239.11
reagandow,1500,R,2239.11
reagandow,940,D,2239.11
reagandow,850,R,2239.11
reagandow,2000,I,2239.11
reagandow,1000,I,2239.11
reagandow,1896.12,R,2239.11
reagandow,940,R,2239.11
reagandow,900,I,2239.11
reagandow,1750,R,2239.11
reagandow,1000,D,2239.11
reagandow,982,R,2239.11
reagandow,1000,R,2239.11
reagandow,800,I,2239.11
reagandow,930.48,R,2239.11
reagandow,800,D,2239.11
reagandow,879,D,2239.11
reagandow,1300,I,2239.11
reagandow,300,D,2239.11
reagandow,980.55,D,2239.11
reagandow,2,R,2239.11
reagandow,1000,R,2239.11
reagandow,2500,R,2239.11
reagandow,1000,I,2239.11
reagandow,1000,D,2239.11
reagandow,1200,D,2239.11
reagandow,700,D,2239.11
reagandow,980,D,2239.11
reagandow,1025,R,2239.11
reagandow,1000,D,2239.11
reagandow,1395.77,R,2239.11
reagandow,900,D,2239.11
reagandow,975,R,2239.11
reagandow,11000,D,2239.11
reagandow,1500,R,2239.11
reagandow,10000,R,2239.11
reagandow,1250,D,2239.11
reagandow,900,D,2239.11
reagandow,900.68,D,2239.11
reagandow,1200,R,2239.11
reagandow,1100,R,2239.11
reagandow,15000,R,2239.11
reagandow,1000,D,2239.11
reagandow,1000,I,2239.11
reagandow,1025,D,2239.11
reagandow,875.89,D,2239.11
reagandow,1200,I,2239.11
reagandow,949,D,2239.11
reagandow,1400,D,2239.11
reagandow,1000,D,2239.11
reagandow,1900,R,2239.11
reagandow,20,I,2239.11
reagandow,0,D,2239.11
reagandow,980.5,D,2239.11
reagandow,1000,R,2239.11
reagandow,900,I,2239.11
reagandow,800,I,2239.11
reagandow,1111,R,2239.11
reagandow,12000,D,2239.11
reagandow,999,I,2239.11
reagandow,1200,D,2239.11
reagandow,5000,D,2239.11
reagandow,1000,I,2239.11
reagandow,2000,I,2239.11
reagandow,1000,D,2239.11
reagandow,1241.01,D,2239.11
reagandow,800,I,2239.11
reagandow,2400,R,2239.11
reagandow,925,D,2239.11
reagandow,870,I,2239.11
reagandow,3,R,2239.11
reagandow,11,I,2239.11
reagandow,1200,D,2239.11
reagandow,955.68,D,2239.11
reagandow,1000.68,R,2239.11
reagandow,2000,D,2239.11
reagandow,950,D,2239.11
reagandow,952,R,2239.11
reagandow,1000,D,2239.11
reagandow,1100,D,2239.11
reagandow,750,D,2239.11
reagandow,1100,D,2239.11
reagandow,1500,I,2239.11
reagandow,1200,D,2239.11
reagandow,10,D,2239.11
reagandow,900.02,R,2239.11
reagandow,2000,R,2239.11
reagandow,1100,D,2239.11
reagandow,200,D,2239.11
reagandow,955.52,I,2239.11
reagandow,1010,R,2239.11
reagandow,1050,I,2239.11
reagandow,10,R,2239.11
reagandow,2000,D,2239.11
reaganunemploy,55,D,5.3
reaganunemploy,4,D,5.3
reaganunemploy,15,R,5.3
reaganunemploy,7,D,5.3
reaganunemploy,12,D,5.3
reaganunemploy,5,D,5.3
reaganunemploy,6,D,5.3
reaganunemploy,5,R,5.3
reaganunemploy,3,R,5.3
reaganunemploy,9,D,5.3
reaganunemploy,4.5,R,5.3
reaganunemploy,4,R,5.3
reaganunemploy,4,R,5.3
reaganunemploy,8,D,5.3
reaganunemploy,5,D,5.3
reaganunemploy,5,D,5.3
reaganunemploy,7,R,5.3
reaganunemploy,12,I,5.3
reaganunemploy,30,D,5.3
reaganunemploy,7,I,5.3
reaganunemploy,6,D,5.3
reaganunemploy,4.56,I,5.3
reaganunemploy,5.5,R,5.3
reaganunemploy,7.8,D,5.3
reaganunemploy,3,R,5.3
reaganunemploy,5,R,5.3
reaganunemploy,6,D,5.3
reaganunemploy,75,I,5.3
reaganunemploy,5.2,D,5.3
reaganunemploy,7,D,5.3
reaganunemploy,8,D,5.3
reaganunemploy,75,D,5.3
reaganunemploy,4,I,5.3
reaganunemploy,6,R,5.3
reaganunemploy,12,R,5.3
reaganunemploy,15,D,5.3
reaganunemploy,5,I,5.3
reaganunemploy,7,R,5.3
reaganunemploy,6,I,5.3
reaganunemploy,20,D,5.3
reaganunemploy,6.7,R,5.3
reaganunemploy,4.3,R,5.3
reaganunemploy,6,D,5.3
reaganunemploy,3,D,5.3
reaganunemploy,15,D,5.3
reaganunemploy,4,R,5.3
reaganunemploy,7,R,5.3
reaganunemploy,16,D,5.3
reaganunemploy,0.05,R,5.3
reaganunemploy,4,D,5.3
reaganunemploy,8,D,5.3
reaganunemploy,14,R,5.3
reaganunemploy,50,R,5.3
reaganunemploy,8,D,5.3
reaganunemploy,2.5,R,5.3
reaganunemploy,4,D,5.3
reaganunemploy,8,R,5.3
reaganunemploy,15,D,5.3
reaganunemploy,10,R,5.3
reaganunemploy,5,I,5.3
reaganunemploy,8,D,5.3
reaganunemploy,4,D,5.3
reaganunemploy,100,R,5.3
reaganunemploy,6,D,5.3
reaganunemploy,4.2,D,5.3
reaganunemploy,6,R,5.3
reaganunemploy,55,R,5.3
reaganunemploy,25,D,5.3
reaganunemploy,10,I,5.3
reaganunemploy,8,D,5.3
reaganunemploy,50,D,5.3
reaganunemploy,12,R,5.3
reaganunemploy,7,R,5.3
reaganunemploy,6,R,5.3
reaganunemploy,8,D,5.3
reaganunemploy,8,D,5.3
reaganunemploy,3,I,5.3
reaganunemploy,18,D,5.3
reaganunemploy,14,D,5.3
reaganunemploy,4,D,5.3
reaganunemploy,20,R,5.3
reaganunemploy,7,D,5.3
reaganunemploy,5,R,5.3
reaganunemploy,8,R,5.3
reaganunemploy,6,D,5.3
reaganunemploy,8,R,5.3
reaganunemploy,12,D,5.3
reaganunemploy,8,D,5.3
reaganunemploy,7.1,D,5.3
reaganunemploy,6,D,5.3
reaganunemploy,55,R,5.3
reaganunemploy,13,D,5.3
reaganunemploy,2.1,R,5.3
reaganunemploy,5,I,5.3
reaganunemploy,3,I,5.3
reaganunemploy,5,R,5.3
reaganunemploy,90,R,5.3
reaganunemploy,6,D,5.3
reaganunemploy,25,I,5.3
reaganunemploy,6,D,5.3
reaganunemploy,4,D,5.3
reaganunemploy,15,I,5.3
reaganunemploy,7,D,5.3
reaganunemploy,7,D,5.3
reaganunemploy,5.5,D,5.3
reaganunemploy,12,D,5.3
reaganunemploy,12,R,5.3
reaganunemploy,10,R,5.3
reaganunemploy,8,I,5.3
reaganunemploy,4.5,R,5.3
reaganunemploy,8,D,5.3
reaganunemploy,20,R,5.3
reaganunemploy,6,D,5.3
reaganunemploy,10,R,5.3
reaganunemploy,4,R,5.3
reaganunemploy,20,R,5.3
reaganunemploy,5,D,5.3
reaganunemploy,9,R,5.3
reaganunemploy,1,R,5.3
reaganunemploy,7,R,5.3
reaganunemploy,8,D,5.3
reaganunemploy,5,R,5.3
reaganunemploy,5,D,5.3
reaganunemploy,0.1,D,5.3
reaganunemploy,6,D,5.3
reaganunemploy,3.9,D,5.3
reaganunemploy,6,D,5.3
reaganunemploy,5,R,5.3
reaganunemploy,5,R,5.3
reaganunemploy,14,D,5.3
reaganunemploy,6.5,D,5.3
reaganunemploy,7,R,5.3
reaganunemploy,50,D,5.3
reaganunemploy,4,D,5.3
reaganunemploy,6,I,5.3
reaganunemploy,11,D,5.3
reaganunemploy,9,R,5.3
reaganunemploy,20,R,5.3
reaganunemploy,5,R,5.3
reaganunemploy,5,R,5.3
reaganunemploy,8,D,5.3
reaganunemploy,14,D,5.3
reaganunemploy,2,R,5.3
reaganunemploy,4,R,5.3
reaganunemploy,2,I,5.3
reaganunemploy,8,D,5.3
reaganunemploy,8,I,5.3
reaganunemploy,15,D,5.3
reaganunemploy,6,R,5.3
reaganunemploy,30,D,5.3
reaganunemploy,9,D,5.3
reaganunemploy,6,R,5.3
reaganunemploy,4,I,5.3
reaganunemploy,8,D,5.3
reaganunemploy,10,D,5.3
reaganunemploy,20,D,5.3
reaganunemploy,4.2,R,5.3
reaganunemploy,7,I,5.3
reaganunemploy,0,D,5.3
reaganunemploy,8.2,D,5.3
reaganunemploy,8,I,5.3
reaganunemploy,25,D,5.3
reaganunemploy,8.4,D,5.3
reaganunemploy,6,I,5.3
reaganunemploy,15,I,5.3
reaganunemploy,6,I,5.3
reaganunemploy,6,I,5.3
reaganunemploy,7,I,5.3
reaganunemploy,5.5,D,5.3
reaganunemploy,10,R,5.3
reaganunemploy,5,I,5.3
reaganunemploy,0,R,5.3
reaganunemploy,6,D,5.3
reaganunemploy,16,D,5.3
reaganunemploy,5.7,R,5.3
reaganunemploy,12,I,5.3
reaganunemploy,3,R,5.3
reaganunemploy,5,D,5.3
reaganunemploy,1,D,5.3
reaganunemploy,2,R,5.3
reaganunemploy,12,D,5.3
reaganunemploy,8,I,5.3
reaganunemploy,5,R,5.3
reaganunemploy,3,R,5.3
reaganunemploy,10,I,5.3
reaganunemploy,12,I,5.3
reaganunemploy,10,R,5.3
reaganunemploy,4.5,R,5.3
reaganunemploy,5,R,5.3
reaganunemploy,3.5,R,5.3
reaganunemploy,3,I,5.3
reaganunemploy,5,D,5.3
reaganunemploy,10,D,5.3
reaganunemploy,25,D,5.3
reaganunemploy,20,D,5.3
reaganunemploy,4,R,5.3
reaganunemploy,13,R,5.3
reaganunemploy,8,D,5.3
reaganunemploy,23,D,5.3
reaganunemploy,2,D,5.3
reaganunemploy,9,D,5.3
reaganunemploy,12,R,5.3
